what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.ide",1258438717712
started,bundle,org.eclipse.ui.net,1.2.0.I20090430-0408,"org.eclipse.ui.net",1258438717712
started,bundle,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views",1258438717712
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090527,"org.eclipse.ui.views.log",1258438717712
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1258438717712
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1258438717712
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1258438717712
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1258438717712
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1258438717712
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.0.v200906080535,"org.eclipse.wst.common.project.facet.core",1258438717712
started,bundle,org.eclipse.wst.web,1.1.300.v200901261500,"org.eclipse.wst.web",1258438717712
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1258438717712
started,bundle,org.eclipse.emf.common,2.5.0.v200906151043,"org.eclipse.emf.common",1258438717712
started,bundle,com.instantiations.common.ui,5.5.0.200910081108,"com.instantiations.common.ui",1258438717712
started,bundle,com.instantiations.eclipse.debug,5.5.0.200910081108,"com.instantiations.eclipse.debug",1258438717712
started,bundle,com.instantiations.eclipse.startup,5.5.0.200910081108,"com.instantiations.eclipse.startup",1258438717712
started,bundle,com.instantiations.eclipse.ui,7.2.0.200910081112,"com.instantiations.eclipse.ui",1258438717712
started,bundle,com.instantiations.eclipse.usageprofiler,5.5.0.200910081108,"com.instantiations.eclipse.usageprofiler",1258438717712
started,bundle,com.instantiations.eclipse.usageprofiler.ui,5.5.0.200910081108,"com.instantiations.eclipse.usageprofiler.ui",1258438717712
started,bundle,com.instantiations.eclipse.util,5.5.0.200910081108,"com.instantiations.eclipse.util",1258438717712
started,bundle,com.instantiations.j2ee,7.2.0.200910081128,"com.instantiations.j2ee",1258438717712
started,bundle,com.swtdesigner,6.9.3.200910081122,"com.swtdesigner",1258438717712
started,bundle,com.swtdesigner.gwt,6.9.3.200910081147,"com.swtdesigner.gwt",1258438717712
os,sysinfo,,,"win32",1258438717712
arch,sysinfo,,,"x86",1258438717712
