what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1257993646666
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1257993650775
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1257993654275
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1257993675087
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1257993700775
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1257993708603
started,bundle,org.eclipse.wst.server.core,1.1.101.v20090515,"org.eclipse.wst.server.core",1257993708822
started,bundle,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.ui",1257993709306
started,bundle,org.eclipse.ve.java.core,1.4.0.v20090826-1446,"org.eclipse.ve.java.core",1257993709416
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1257993709525
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1257993709791
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257993709931
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257993709994
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257993711134
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257993711322
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257993712259
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1257993758119
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257993772978
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257993775572
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257994058962
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257994091494
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.format",1257994094275
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1257994095712
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.format",1257994096962
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.rename.element",1257994144197
